0.00.081.183 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.187.565 I srv          init: The UI is disabled
0.00.187.572 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.190.091 W srv  llama_server: -----------------
0.00.190.095 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.190.096 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.190.096 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.190.096 W srv  llama_server: -----------------
0.00.199.651 I srv    load_model: loading model 'D:\Code\mong-nhiem\artifacts\models\mn-002\Llama-3.2-3B-Instruct-Q4_K_M.gguf'
0.03.210.379 I cmn          init: llama threadpool init, n_threads = 12
0.03.807.124 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16896, kv_unified = 'false'
0.03.837.594 I srv  llama_server: model loaded
0.03.837.601 I srv  llama_server: listening on http://127.0.0.1:18501
0.04.506.645 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.04.506.718 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.05.263.629 I slot print_timing: id  0 | task 0 | prompt eval time =     222.55 ms /   133 tokens (    1.67 ms per token,   597.62 tokens per second)
0.05.263.639 I slot print_timing: id  0 | task 0 |        eval time =     534.33 ms /    16 tokens (   35.62 ms per token,    28.07 tokens per second)
0.05.263.640 I slot print_timing: id  0 | task 0 |       total time =     756.88 ms /   149 tokens
0.05.263.641 I slot print_timing: id  0 | task 0 |    graphs reused =         15
0.05.263.689 I slot      release: id  0 | task 0 | stop processing: n_tokens = 148, truncated = 0
0.05.283.136 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.338 (> 0.100 thold), f_keep = 0.304
0.05.292.225 I slot launch_slot_: id  0 | task 17 | processing task, is_child = 0
0.05.981.892 I slot print_timing: id  0 | task 17 | prompt eval time =     194.16 ms /   133 tokens (    1.46 ms per token,   685.00 tokens per second)
0.05.981.902 I slot print_timing: id  0 | task 17 |        eval time =     495.47 ms /    16 tokens (   33.03 ms per token,    30.27 tokens per second)
0.05.981.903 I slot print_timing: id  0 | task 17 |       total time =     689.63 ms /   149 tokens
0.05.981.904 I slot print_timing: id  0 | task 17 |    graphs reused =         29
0.05.981.942 I slot      release: id  0 | task 17 | stop processing: n_tokens = 148, truncated = 0
0.06.010.607 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.286 (> 0.100 thold), f_keep = 0.257
0.06.020.392 I slot launch_slot_: id  0 | task 34 | processing task, is_child = 0
0.06.695.513 I slot print_timing: id  0 | task 34 | prompt eval time =     176.13 ms /   133 tokens (    1.32 ms per token,   755.14 tokens per second)
0.06.695.525 I slot print_timing: id  0 | task 34 |        eval time =     498.96 ms /    16 tokens (   33.26 ms per token,    30.06 tokens per second)
0.06.695.526 I slot print_timing: id  0 | task 34 |       total time =     675.09 ms /   149 tokens
0.06.695.527 I slot print_timing: id  0 | task 34 |    graphs reused =         43
0.06.695.566 I slot      release: id  0 | task 34 | stop processing: n_tokens = 148, truncated = 0
0.06.713.629 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.338 (> 0.100 thold), f_keep = 0.304
0.06.724.650 I slot launch_slot_: id  0 | task 51 | processing task, is_child = 0
0.07.423.395 I slot print_timing: id  0 | task 51 | prompt eval time =     197.50 ms /   133 tokens (    1.48 ms per token,   673.43 tokens per second)
